"SKU","Name","Attribute 1 name","Attribute 1 value(s)","Attribute 1 global","Attribute 1 visible","Attribute 2 name","Attribute 2 value(s)","Attribute 2 global","Attribute 2 visible","Attribute 3 name","Attribute 3 value(s)","Attribute 3 global","Attribute 3 visible","Attribute 4 name","Attribute 4 value(s)","Attribute 4 global","Attribute 4 visible","Attribute 5 name","Attribute 5 value(s)","Attribute 5 global","Attribute 5 visible","Autor","Wydawnictwo","Op Barcode","Height (cm)","Length (cm)","Width (cm)","Weight","Kod Ean","Liczba Stron","Oprawa","Rok Wydania","Description","Short description","Images","Categories"
"9788375171044","Wspomnienia niebieskiego mundurka Lektura z opracowaniem","Kod EAN","anty9788375171044","0","1","Tutuł","Wspomnienia niebieskiego mundurka Lektura z opracowaniem","0","1","Autor","Wiktor Gomulicki","0","1","Wydawnictwo","GREG","0","1","Tytuł originału",,"0","1","Wiktor Gomulicki","GREG","anty9788375171044","14.5","20.5","0","0.22","anty9788375171044","190","Miękka","2020","Gęsie pióra do pisania, mundurki szkolne, nauka kaligrafii... - tak wyglądała szkoła przed stu laty. Ale czytając te przepiękne wspomnienia, można się przekonać, że problemy, radości, marzenia i plany uczniów z tamtych czasów niewiele się różniły od dzisiejszych, a bohaterowie tej książeczki są bardzo podobni do obecnych szkolnych kolegów...","Gęsie pióra do pisania, mundurki szkolne, nauka kaligrafii... - tak wyglądała szkoła przed stu laty. Ale czytając te przepiękne wspomnienia, można się przekonać, że problemy, radości, marzenia i plany uczniów z tamtych czasów niewiele się różniły od dzisiejszych, a bohaterowie tej książeczki są bardzo podobni do obecnych szkolnych kolegów...","https://ksiegarniainternetowa.co.uk/img/product_images_new/986/76986_01_wspomnienia_niebieskiego_mundurka.300.jpg","Antykwariat"
"9788362199754","Feblik","Kod EAN","anty9788362199754","0","1","Tutuł","Feblik","0","1","Autor","Małgorzata Musierowicz","0","1","Wydawnictwo","Akapit Press","0","1","Tytuł originału",,"0","1","Małgorzata Musierowicz","Akapit Press","anty9788362199754","14.5","21.0","0","0.29","anty9788362199754","264","Miękka","2019","Feblik – najnowsza książka Małgorzaty Musierowicz – to ciąg dalszy bestsellerowej Wnuczki do orzechów. Akcja przebiega w czasie tych samych kilku upalnych dni sierpniowych, a dotyczy przełomu w życiu  Ignacego Grzegorza. Humor, dobra energia, radość życia i ciepło – znajome postacie i  zaskakujące wydarzenia! – jednym słowem: Jeżycjada! – Tom 21!","Feblik – najnowsza książka Małgorzaty Musierowicz – to ciąg dalszy bestsellerowej Wnuczki do orzechów. Akcja przebiega w czasie tych samych kilku upalnych dni sierpniowych, a dotyczy przełomu w życiu  Ignacego Grzegorza. Humor, dobra energia, radość życia i ciepło – znajome postacie i  zaskakujące wydarzenia! – jednym słowem: Jeżycjada! – Tom 21!","https://ksiegarniainternetowa.co.uk/img/product_images_new/000/214000_01_feblik.300.jpg","Antykwariat"
"9788328044234","Inwazja","Kod EAN","anty9788328044234","0","1","Tutuł","Inwazja","0","1","Autor","Wojtek Miłoszewski","0","1","Wydawnictwo","W.A.B.","0","1","Tytuł originału",,"0","1","Wojtek Miłoszewski","W.A.B.","anty9788328044234","14.0","20.5","0","0.465","anty9788328044234","512","Miękka ze skrzydełkami","2017","Literacka fantazja czy niepokojąca wizja przyszłości? Sensacyjny debiut powieściowy Wojtka Miłoszewskiego! Współczesna Polska, w której żyją: Roman, były żołnierz wojsk specjalnych i uczestnik wielu zagranicznych misji, Danuta – kobieta kochająca luksus, ciężko pracująca i całkowicie uzależniona od ojca tyrana oraz Michał, bezrobotny historyk z żoną i dwójką dzieci. Tych bohaterów nic nie łączy do momentu, kiedy ich życie nie ulega drastycznej zmianie – kraj, w którym żyją, znajdzie się w stanie wojny. Jak doszło do inwazji? Dlaczego Putin zaatakował Polskę? Gdzie są nasi sojusznicy? Tych odpowiedzi udziela Wojtek Miłoszewski w swojej debiutanckiej powieści. Autor, wykorzystując swoje doświadczenie scenarzysty, znakomicie łączy elementy sensacyjne, militarne, romansowe i futurologiczne. Inwazja niepokoi, czasem zmusza do śmiechu przez łzy, budzi lęk i bez wątpienia zachęca do myślenia. Doskonałe dialogi i wartka akcja sprawiają, że Wojtek Miłoszewski to nowa gwiazda literatury sensacyjnej! Już teraz wiemy, że Inwazja to dopiero początek i że ciąg dalszy nastąpi…","Literacka fantazja czy niepokojąca wizja przyszłości? Sensacyjny debiut powieściowy Wojtka Miłoszewskiego! Współczesna Polska, w której żyją: Roman, były żołnierz wojsk specjalnych i uczestnik wielu zagranicznych misji, Danuta – kobieta kochająca luksus, ciężko pracująca i całkowicie uzależniona od ojca tyrana oraz Michał, bezrobotny historyk z żoną i dwójką dzieci. Tych bohaterów nic nie łączy do momentu, kiedy ich życie nie ulega drastycznej zmianie – kraj, w którym żyją, znajdzie się w stanie wojny. Jak doszło do inwazji? Dlaczego Putin zaatakował Polskę? Gdzie są nasi sojusznicy? Tych odpowiedzi udziela Wojtek Miłoszewski w swojej debiutanckiej powieści. Autor, wykorzystując swoje doświadczenie scenarzysty, znakomicie łączy elementy sensacyjne, militarne, romansowe i futurologiczne. Inwazja niepokoi, czasem zmusza do śmiechu przez łzy, budzi lęk i bez wątpienia zachęca do myślenia. Doskonałe dialogi i wartka akcja sprawiają, że Wojtek Miłoszewski to nowa gwiazda literatury sensacyjnej! Już teraz wiemy, że Inwazja to dopiero początek i że ciąg dalszy nastąpi…","https://ksiegarniainternetowa.co.uk/img/product_images_new/527/323527_01_inwazja.300.jpg","Antykwariat"
"9788308040713","Apteka w getcie krakowskim","Kod EAN","anty9788308040713","0","1","Tutuł","Apteka w getcie krakowskim","0","1","Autor","Tadeusz Pankiewicz","0","1","Wydawnictwo","Literackie","0","1","Tytuł originału",,"0","1","Tadeusz Pankiewicz","Literackie","anty9788308040713","12.3","19.6","0","0.365","anty9788308040713","278","Miękka","2018","Wspomnienia Tadeusza Pankiewicza są jednym z najważniejszych świadectw dziejów Żydów krakowskich, a zwłaszcza ich tragicznego końca. Tadeusz Pankiewicz żył w latach 1908 - 1993. W czasie okupacji hitlerowskiej uczynił ze swojej apteki na terenie getta krakowskiego azyl - pod względem symbolicznym i praktycznym. W niej spotykali się oprawcy i ofiary. Dzięki zbiegowi okoliczności Pankiewicz mógł stać się bacznym obserwatorem wydarzeń w getcie. Polsłowie Brzoza Czesław.","Wspomnienia Tadeusza Pankiewicza są jednym z najważniejszych świadectw dziejów Żydów krakowskich, a zwłaszcza ich tragicznego końca. Tadeusz Pankiewicz żył w latach 1908 - 1993. W czasie okupacji hitlerowskiej uczynił ze swojej apteki na terenie getta krakowskiego azyl - pod względem symbolicznym i praktycznym. W niej spotykali się oprawcy i ofiary. Dzięki zbiegowi okoliczności Pankiewicz mógł stać się bacznym obserwatorem wydarzeń w getcie. Polsłowie Brzoza Czesław.","https://ksiegarniainternetowa.co.uk/img/product_images_new/672/16672_01_apteka_w_getcie_krakowskim.300.jpg","Antykwariat"
"9788389291219","Sceny z życia pozamałżeńskiego","Kod EAN","anty9788389291219","0","1","Tutuł","Sceny z życia pozamałżeńskiego","0","1","Autor","Manuela Gretkowska","0","1","Wydawnictwo","W.A.B.","0","1","Tytuł originału",,"0","1","Manuela Gretkowska","W.A.B.","anty9788389291219","12.0","19.0","0","0.355","anty9788389291219","398","Miękka","2003","Dwie historie miłości, namiętności i obsesji: w buddyjskim klasztorze na południu Francji i na warszawskim Ursynowie. W pierwszej flirt szybko zamienia się w perwersyjną namiętność, w drugiej romans to obsesyjna gra, w której liczy się tylko ""tu i teraz"". Ucieczka od codzienności staje się dla bohaterów zaskakującą podróżą w głąb siebie. Miłość okazuje się życiową próbą: to, kogo i jak kochamy, pokazuje, kim jesteśmy.","Dwie historie miłości, namiętności i obsesji: w buddyjskim klasztorze na południu Francji i na warszawskim Ursynowie. W pierwszej flirt szybko zamienia się w perwersyjną namiętność, w drugiej romans to obsesyjna gra, w której liczy się tylko ""tu i teraz"". Ucieczka od codzienności staje się dla bohaterów zaskakującą podróżą w głąb siebie. Miłość okazuje się życiową próbą: to, kogo i jak kochamy, pokazuje, kim jesteśmy.","https://ksiegarniainternetowa.co.uk/img/product_images_new/070/104070_01_sceny_z_zycia_pozamalzenskiego.300.jpg","Antykwariat"
"9788376595399","Pamięć doskonała","Kod EAN","anty9788376595399","0","1","Tutuł","Pamięć doskonała","0","1","Autor","Scott Bakker","0","1","Wydawnictwo","ALBATROS","0","1","Tytuł originału",,"0","1","Scott Bakker","ALBATROS","anty9788376595399","14.5","20.5","0","0.43","anty9788376595399","344","Miękka","2012","Disciple Manning obdarzony jest pamięcią absolutną. Zapamiętuje najdrobniejszy szczegół: każdą chwilę swojego życia, każdą kobietę, z którą spał, wszystko co usłyszy i zobaczy. To jego przekleństwo, ale też i dar ogromnie przydatny w pracy prywatnego detektywa. Do Manninga zgłasza się zamożne białe małżeństwo z New Jersey, Jonathan i Amanda Bonjour: zaginęła ich córka, 21-letnia Jennifer. Jakiś czas temu zrezygnowała ze studiów, opuściła dom rodzinny, by zamieszkać z sektą o nazwie Dzieci Słońca na przedmieściach prowincjonalnego miasteczka Ruddick w Pensylwanii. Przywódcą tej społeczności jest Xenophon Baars, były profesor filozofii na Uniwersytecie Kalifornijskim, wyznawca teorii, że właśnie nadchodzi koniec świata. Czy ma coś wspólnego z zaginięciem dziewczyny? To nie jedyna tajemnica, z jaką musi zmierzyć się detektyw. Podupadające Ruddick okazuje się siedzibą Kościoła Trzeciego Zmartwychwstania, neonazistowskiej organizacji wierzącej w supremację białej rasy. Jaki jest jej związek ze zniknięciem Jennifer i znalezionymi przez policję odciętymi palcami?","Disciple Manning obdarzony jest pamięcią absolutną. Zapamiętuje najdrobniejszy szczegół: każdą chwilę swojego życia, każdą kobietę, z którą spał, wszystko co usłyszy i zobaczy. To jego przekleństwo, ale też i dar ogromnie przydatny w pracy prywatnego detektywa. Do Manninga zgłasza się zamożne białe małżeństwo z New Jersey, Jonathan i Amanda Bonjour: zaginęła ich córka, 21-letnia Jennifer. Jakiś czas temu zrezygnowała ze studiów, opuściła dom rodzinny, by zamieszkać z sektą o nazwie Dzieci Słońca na przedmieściach prowincjonalnego miasteczka Ruddick w Pensylwanii. Przywódcą tej społeczności jest Xenophon Baars, były profesor filozofii na Uniwersytecie Kalifornijskim, wyznawca teorii, że właśnie nadchodzi koniec świata. Czy ma coś wspólnego z zaginięciem dziewczyny? To nie jedyna tajemnica, z jaką musi zmierzyć się detektyw. Podupadające Ruddick okazuje się siedzibą Kościoła Trzeciego Zmartwychwstania, neonazistowskiej organizacji wierzącej w supremację białej rasy. Jaki jest jej związek ze zniknięciem Jennifer i znalezionymi przez policję odciętymi palcami?","https://ksiegarniainternetowa.co.uk/img/product_images_new/965/89965_01_pamiec_doskonala.300.jpg","Antykwariat"
"9788381390897","Dom przy ulicy Amélie","Kod EAN","anty9788381390897","0","1","Tutuł","Dom przy ulicy Amélie","0","1","Autor","Kristin Harmel","0","1","Wydawnictwo","Świat Książki","0","1","Tytuł originału",,"0","1","Kristin Harmel","Świat Książki","anty9788381390897","13.5","21.5","0","0.425","anty9788381390897","392","Miękka ze skrzydełkami","2020","""Emocjonalny, rozdzierający serca, inspirujący hołd  dla siły ludzkiego ducha i niewyczerpanej mocy miłości, przywołujący na myśl powieść Słowik Kristin Hannah."" MARIAH STEWART, autorka bestsellerów New York Times’a Drobne akty odwagi zmieniają świat… Gdy Ruby Henderson Benoit przybywa w 1939 roku do Paryża ze swoim świeżo poślubionym mężem Marcelem, wyobraża sobie, jak spacerują pod rękę rozległymi bulwarami, skąpanymi w złotym świetle popołudnia. Lecz wojna wisi w powietrzu. Naziści wchodzą do Francji, a jej małżeństwo zaczyna się rozpadać. Żydówka Charlotte Dacher ma jedenaście lat, gdy Niemcy wkraczają do paryskiej stolicy. Flagi ze swastykami złowrogo łopoczą na wietrze. Jej prawa zostają ograniczone i ma nosić żółtą gwiazdę. Charlotte uważa, że gorzej być nie może. Lecz wówczas zaczynają się masowe deportacje. Jej dotychczasowe życie legnie w gruzach. Thomas Clarke wstępuje w szeregi RAF, aby chronić swój kraj. Blitzkrieg wytraca moc, lecz podczas bombardowania ginie jego ukochana matka. Thomas traci wiarę w sens swoich działań. W końcu w cieniu paryskiej wieży Eiffla niespodziewanie odkrywa nowy powód, by walczyć dalej – oraz wracać do domu. Kiedy ich losy splatają się, Ruby, Charlotte i Thomas muszą wykazać się odwagą, przeciwstawić się nazistom – i ponownie otworzyć zbolałe serca na uczucia. Walczą, aby przeżyć.","""Emocjonalny, rozdzierający serca, inspirujący hołd  dla siły ludzkiego ducha i niewyczerpanej mocy miłości, przywołujący na myśl powieść Słowik Kristin Hannah."" MARIAH STEWART, autorka bestsellerów New York Times’a Drobne akty odwagi zmieniają świat… Gdy Ruby Henderson Benoit przybywa w 1939 roku do Paryża ze swoim świeżo poślubionym mężem Marcelem, wyobraża sobie, jak spacerują pod rękę rozległymi bulwarami, skąpanymi w złotym świetle popołudnia. Lecz wojna wisi w powietrzu. Naziści wchodzą do Francji, a jej małżeństwo zaczyna się rozpadać. Żydówka Charlotte Dacher ma jedenaście lat, gdy Niemcy wkraczają do paryskiej stolicy. Flagi ze swastykami złowrogo łopoczą na wietrze. Jej prawa zostają ograniczone i ma nosić żółtą gwiazdę. Charlotte uważa, że gorzej być nie może. Lecz wówczas zaczynają się masowe deportacje. Jej dotychczasowe życie legnie w gruzach. Thomas Clarke wstępuje w szeregi RAF, aby chronić swój kraj. Blitzkrieg wytraca moc, lecz podczas bombardowania ginie jego ukochana matka. Thomas traci wiarę w sens swoich działań. W końcu w cieniu paryskiej wieży Eiffla niespodziewanie odkrywa nowy powód, by walczyć dalej – oraz wracać do domu. Kiedy ich losy splatają się, Ruby, Charlotte i Thomas muszą wykazać się odwagą, przeciwstawić się nazistom – i ponownie otworzyć zbolałe serca na uczucia. Walczą, aby przeżyć.","https://ksiegarniainternetowa.co.uk/img/product_images_new/909/460909_01_dom_przy_ulicy_amlie.300.jpg","Antykwariat"
"9788310123299","Podróż do miasta świateł Rose de Vallenord","Kod EAN","anty9788310123299","0","1","Tutuł","Podróż do miasta świateł Rose de Vallenord","0","1","Autor","Małgorzata Gutowska-Adamczyk","0","1","Wydawnictwo","Nasza Księgarnia (WNK)","0","1","Tytuł originału",,"0","1","Małgorzata Gutowska-Adamczyk","Nasza Księgarnia (WNK)","anty9788310123299","13.3","20.0","0","0.43","anty9788310123299","480","Miękka ze skrzydełkami","2013","Rose i Nina, mimo że żyją w zupełnie innych czasach, mają bardzo podobne doświadczenia. Obie wyruszają w podróż do miasta świateł ze złamanym sercem. Obie, wbrew faktom, żywią nadzieję, że pobyt w Paryżu przyniesie ukojenie. Czy te oczekiwania się spełnią? Podążająca śladem Róży Nina pragnie wyjaśnić zagadkę serii kradzieży obrazów słynnej malarki. Na jej drodze pojawi się fascynujący i tajemniczy kolekcjoner sztuki z Argentyny. Razem spróbują się dowiedzieć, kto i dlaczego kradnie dzieła Rose de Vallenord. Tylko czy na pewno Nina może mu zaufać? Małgorzata Gutowska-Adamczyk znów zabiera czytelników w fascynującą podróż do dziewiętnastowiecznej i współczesnej Francji, snując opowieść o dwóch wyjątkowych kobietach. Równie ważnym bohaterem książki czyni Paryż – niezwykłe miasto, w którym zarówno cierpienie, jak i szczęście odczuwa się ze zdwojoną intensywnością. Po bestsellerowej ""Cukierni Pod Amorem"" zapraszamy na kolejną wyśmienitą ucztę literacką, która urzeka opowieścią o czasach minionych, pełnych nostalgicznego piękna. Jeśli marzy ci się prawdziwa uczta literacka połączona z podróżą do pięknego Paryża, sięgnij po powieść Małgorzaty Gutowskiej-Adamczyk. Jej bohaterki to kobiety wyjątkowe, intrygujące i wyraziste. Do tego świat francuskiej arystokracji i paryski szyk – ja nie mogłam się oderwać.- Beata Tyszkiewicz Odmalowanie realiów odległej epoki w sposób wiarygodny jest niełatwym zadaniem, a w tym przypadku udało się to wyśmienicie. Paryż Gutowskiej-Adamczyk pozwala przenieść się do innej rzeczywistości, a to najlepsze lekarstwo na kryzys. - Agnieszka Kantaruk, miesięcznik ""Modny Kraków""","Rose i Nina, mimo że żyją w zupełnie innych czasach, mają bardzo podobne doświadczenia. Obie wyruszają w podróż do miasta świateł ze złamanym sercem. Obie, wbrew faktom, żywią nadzieję, że pobyt w Paryżu przyniesie ukojenie. Czy te oczekiwania się spełnią? Podążająca śladem Róży Nina pragnie wyjaśnić zagadkę serii kradzieży obrazów słynnej malarki. Na jej drodze pojawi się fascynujący i tajemniczy kolekcjoner sztuki z Argentyny. Razem spróbują się dowiedzieć, kto i dlaczego kradnie dzieła Rose de Vallenord. Tylko czy na pewno Nina może mu zaufać? Małgorzata Gutowska-Adamczyk znów zabiera czytelników w fascynującą podróż do dziewiętnastowiecznej i współczesnej Francji, snując opowieść o dwóch wyjątkowych kobietach. Równie ważnym bohaterem książki czyni Paryż – niezwykłe miasto, w którym zarówno cierpienie, jak i szczęście odczuwa się ze zdwojoną intensywnością. Po bestsellerowej ""Cukierni Pod Amorem"" zapraszamy na kolejną wyśmienitą ucztę literacką, która urzeka opowieścią o czasach minionych, pełnych nostalgicznego piękna. Jeśli marzy ci się prawdziwa uczta literacka połączona z podróżą do pięknego Paryża, sięgnij po powieść Małgorzaty Gutowskiej-Adamczyk. Jej bohaterki to kobiety wyjątkowe, intrygujące i wyraziste. Do tego świat francuskiej arystokracji i paryski szyk – ja nie mogłam się oderwać.- Beata Tyszkiewicz Odmalowanie realiów odległej epoki w sposób wiarygodny jest niełatwym zadaniem, a w tym przypadku udało się to wyśmienicie. Paryż Gutowskiej-Adamczyk pozwala przenieść się do innej rzeczywistości, a to najlepsze lekarstwo na kryzys. - Agnieszka Kantaruk, miesięcznik ""Modny Kraków""","https://ksiegarniainternetowa.co.uk/img/product_images_new/677/146677_01_podroz_do_miasta_swiatel.300.jpg","Antykwariat"
"9788310121769","Podróż do miasta świateł Róża z Wolskich","Kod EAN","anty9788310121769","0","1","Tutuł","Podróż do miasta świateł Róża z Wolskich","0","1","Autor","Małgorzata Gutowska-Adamczyk","0","1","Wydawnictwo","Nasza Księgarnia (WNK)","0","1","Tytuł originału",,"0","1","Małgorzata Gutowska-Adamczyk","Nasza Księgarnia (WNK)","anty9788310121769","13.5","20.5","0","0.43","anty9788310121769","480","Miękka ze skrzydełkami","2012","Iga Toroszyn, współwłaścicielka cukierni Pod Amorem, ma powody do niepokoju. Z muzeów na całym świecie w tajemniczych okolicznościach giną obrazy Rose de Vallenord. Trzeba więc zabezpieczyć przed kradzieżą należący do rodziny portret Tomasza Zajezierskiego. Tylko czy to na pewno dzieło słynnej rudowłosej malarki, która przed laty uwiodła młodego hrabiego? Odpowiedzi na to pytanie poszuka Nina, historyczka sztuki z Warszawy. W tym celu wyruszy do Paryża, tak jak ponad sto lat wcześniej Róża z Wolskich. Małgorzata Gutowska-Adamczyk zabiera czytelników w niezapomnianą podróż do dziewiętnastowiecznej Francji, snując opowieść o niezwykłej kobiecie: malarce, emancypantce, skandalistce. O jej pasji, pragnieniach, romansach. Równie ważnym bohaterem książki czyni Paryż – miasto magiczne, w którym spełniają się marzenia. Po bestsellerowej „Cukierni Pod Amorem” zapraszamy na kolejną wyśmienitą ucztę literacką, która urzeka opowieścią o czasach minionych, pełnych nostalgicznego piękna. Nieważne, czy Małgorzata Gutowska-Adamczyk pisze o dziewiętnastowiecznym Paryżu, czy fikcyjnym Gutowie – czytelnik zawsze czuje się tak, jakby w tych miejscach po prostu był. A Róża z Wolskich okazuje się jeszcze bardziej frapującą i wielowymiarową postacią, niż zapowiadało się to w „Cukierni Pod Amorem”. Agnieszka Sikorska-Celejewska, pisarka, dziennikarka Autorka tworzy ulotny portret miasta, którego w takim kształcie nie mamy już szansy odwiedzić. Powieściowy Paryż z czasów belle époque fascynuje i urzeka, a barwni bohaterowie, służący nam za przewodników, czynią tę niezwykłą podróż w czasie i przestrzeni jeszcze bardziej wyjątkową. Danuta Stenka, aktorka","Iga Toroszyn, współwłaścicielka cukierni Pod Amorem, ma powody do niepokoju. Z muzeów na całym świecie w tajemniczych okolicznościach giną obrazy Rose de Vallenord. Trzeba więc zabezpieczyć przed kradzieżą należący do rodziny portret Tomasza Zajezierskiego. Tylko czy to na pewno dzieło słynnej rudowłosej malarki, która przed laty uwiodła młodego hrabiego? Odpowiedzi na to pytanie poszuka Nina, historyczka sztuki z Warszawy. W tym celu wyruszy do Paryża, tak jak ponad sto lat wcześniej Róża z Wolskich. Małgorzata Gutowska-Adamczyk zabiera czytelników w niezapomnianą podróż do dziewiętnastowiecznej Francji, snując opowieść o niezwykłej kobiecie: malarce, emancypantce, skandalistce. O jej pasji, pragnieniach, romansach. Równie ważnym bohaterem książki czyni Paryż – miasto magiczne, w którym spełniają się marzenia. Po bestsellerowej „Cukierni Pod Amorem” zapraszamy na kolejną wyśmienitą ucztę literacką, która urzeka opowieścią o czasach minionych, pełnych nostalgicznego piękna. Nieważne, czy Małgorzata Gutowska-Adamczyk pisze o dziewiętnastowiecznym Paryżu, czy fikcyjnym Gutowie – czytelnik zawsze czuje się tak, jakby w tych miejscach po prostu był. A Róża z Wolskich okazuje się jeszcze bardziej frapującą i wielowymiarową postacią, niż zapowiadało się to w „Cukierni Pod Amorem”. Agnieszka Sikorska-Celejewska, pisarka, dziennikarka Autorka tworzy ulotny portret miasta, którego w takim kształcie nie mamy już szansy odwiedzić. Powieściowy Paryż z czasów belle époque fascynuje i urzeka, a barwni bohaterowie, służący nam za przewodników, czynią tę niezwykłą podróż w czasie i przestrzeni jeszcze bardziej wyjątkową. Danuta Stenka, aktorka","https://ksiegarniainternetowa.co.uk/img/product_images_new/971/17971_01_podroz_do_miasta_swiatel_roza_z_wolskich.300.jpg","Antykwariat"
"9788375956405","Cień tajnych służb","Kod EAN","anty9788375956405","0","1","Tutuł","Cień tajnych służb","0","1","Autor","Dorota Kania","0","1","Wydawnictwo","M","0","1","Tytuł originału",,"0","1","Dorota Kania","M","anty9788375956405","14.0","20.0","0","0.26","anty9788375956405","212","Miękka","2013","Dorota Kania, znana dziennikarka śledcza ujawnia nieznane kulisy zbrodni i niewyjaśnionych samobójstw, wśród tematów poruszonych w książce znajdują tak głośne zabójstwa i samobójstwa jak: Alicji i Piotra Jaroszewiczów; Marka Papały; Ireneusza Sekuły;  Jacka Dębskiego; Jeremiasza Barańskiego; Marka Karpia; Krzysztofa Olewnika; Andrzeja Leppera; Sławomira Petelickiego.","Dorota Kania, znana dziennikarka śledcza ujawnia nieznane kulisy zbrodni i niewyjaśnionych samobójstw, wśród tematów poruszonych w książce znajdują tak głośne zabójstwa i samobójstwa jak: Alicji i Piotra Jaroszewiczów; Marka Papały; Ireneusza Sekuły;  Jacka Dębskiego; Jeremiasza Barańskiego; Marka Karpia; Krzysztofa Olewnika; Andrzeja Leppera; Sławomira Petelickiego.","https://ksiegarniainternetowa.co.uk/img/product_images_new/825/138825_01_cien_tajnych_sluzb.300.jpg","Antykwariat"
"9788381034173","Ryga i Łotwa PASCAL LAJT","Kod EAN","anty9788381034173","0","1","Tutuł","Ryga i Łotwa PASCAL LAJT","0","1","Autor","Opracowanie Zbiorowe","0","1","Wydawnictwo","Pascal","0","1","Tytuł originału",,"0","1","Opracowanie Zbiorowe","Pascal","anty9788381034173","11.5","19.0","0","0.218","anty9788381034173","156","Miękka ze skrzydełkami","2019","Ryga – secesja, muzyka i koty Spływy kajakowe Gaują Sauna i piwne spa Gdzie rośnie las po sam horyzont? Ile kosztował słynny obraz Marka Rothko? Czym jeździli Stalin, Chruszczow i Breżniew? Czarny balsam ryski – sposób na przeziębienie? Ryga i Łotwa, czyli nowe spojrzenie na nadbałtycki kraj i jego stolicę. Podczas podróży z Pascalem odkryjesz, że złoto może być zielone! Starówka Rygi to: mieszczańskie kamienice, gmachy kupieckich gildii, pozostałości murów obronnych i wąskie brukowane uliczki. Charakterystycznym elementem miasta jest architektura secesyjna z końca XIX w. – doliczono się łącznie ponad 800 budynków, stanowiących blisko 1/3 zabudowy centralnych dzielnic stolicy. Kamienice reprezentujące ten styl znajdują się głównie w okolicach Elizabetes oraz Alberta iela, w dzielnicy przylegającej do ryskiej starówki.","Ryga – secesja, muzyka i koty Spływy kajakowe Gaują Sauna i piwne spa Gdzie rośnie las po sam horyzont? Ile kosztował słynny obraz Marka Rothko? Czym jeździli Stalin, Chruszczow i Breżniew? Czarny balsam ryski – sposób na przeziębienie? Ryga i Łotwa, czyli nowe spojrzenie na nadbałtycki kraj i jego stolicę. Podczas podróży z Pascalem odkryjesz, że złoto może być zielone! Starówka Rygi to: mieszczańskie kamienice, gmachy kupieckich gildii, pozostałości murów obronnych i wąskie brukowane uliczki. Charakterystycznym elementem miasta jest architektura secesyjna z końca XIX w. – doliczono się łącznie ponad 800 budynków, stanowiących blisko 1/3 zabudowy centralnych dzielnic stolicy. Kamienice reprezentujące ten styl znajdują się głównie w okolicach Elizabetes oraz Alberta iela, w dzielnicy przylegającej do ryskiej starówki.","https://ksiegarniainternetowa.co.uk/img/product_images_new/290/455290_01_ryga_i_lotwa_pascal_lajt.300.jpg","Antykwariat"
